p_name,p_club,p_nation,p_league,p_rating,p_position,Alternate_Positions,Card_Version,Run_Style,Price,Price_Variation,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height,Popularity,Base_Stats,Ingame_Stats
Luisa Wensing,SC Freiburg,Germany,GPFBL,75,CB,RB,normal,Controlled,400.0,6.67%,2,3,M,H,67,45,64,69,74,77,"173cm | 5'8""",-100,396,1894
Aileen Whelan,Leicester City,England,Barclays WSL,75,CAM,"RM,CM",normal,Controlled,400.0,6.67%,3,3,H,M,67,70,71,75,67,73,"170cm | 5'7""",-100,423,2010
Ryan Williams,NC Courage,United States,NWSL,75,RB,RWB,normal,Controlled Explosive,400.0,6.67%,2,3,H,M,74,50,70,71,70,66,"168cm | 5'6""",-121,401,1915
Ruth Álvarez Bela,Madrid CFF,Spain,Liga F,74,LWB,LB,normal,Controlled,0.0,350,3,3,M,M,77,46,69,73,73,66,"172cm | 5'8""",0,404,1874
Amira Arfaoui,Leverkusen,Switzerland,GPFBL,74,ST,"LM,CF",normal,Controlled Explosive,0.0,350,3,3,H,M,78,70,71,76,50,67,"160cm | 5'3""",5,412,1961
Guðrún Arnardóttir,FC Rosengård,Iceland,Sverige Liga,74,CB,0,normal,Controlled,350.0,0,2,3,M,H,71,34,58,63,76,72,"171cm | 5'7""",0,374,1703
Ainize Barea Núñez,Athletic Club,Spain,Liga F,74,ST,CF,normal,Controlled,0.0,350,4,4,H,L,73,79,63,72,29,61,"155cm | 5'1""",3,377,1812
Beatriz Beltrán Sanz,UDG Tenerife,Spain,Liga F,74,LB,LWB,normal,Controlled,0.0,350,3,3,M,M,73,56,65,64,71,71,"160cm | 5'3""",0,400,1878
Maike Berentzen,SGS Essen,Germany,GPFBL,74,LM,LW,normal,Controlled,0.0,350,3,2,H,M,68,64,74,71,69,73,"170cm | 5'7""",3,419,1989
Emma Berglund,FC Rosengård,Sweden,Sverige Liga,74,CB,0,normal,Controlled,350.0,0,2,3,M,M,70,30,50,62,74,77,"172cm | 5'8""",0,363,1726
Roselord Borgella,Havre AC,Haiti,D1 Arkema,74,ST,CF,normal,Controlled,0.0,350,3,3,H,M,81,74,63,69,40,63,"172cm | 5'8""",1,390,1860
Michaela Brandenburg,SV Werder Bremen,Germany,GPFBL,74,CB,RB,normal,Controlled,0.0,350,2,2,M,M,67,53,67,65,74,77,"169cm | 5'7""",1,403,1904
Fiona Brown,FC Rosengård,Scotland,Sverige Liga,74,LM,"LB,CM,LW",normal,Controlled,0.0,350,4,3,M,M,76,70,69,74,36,69,"165cm | 5'5""",0,394,1843
Ana Rute Campos Costa,SL Benfica,Portugal,Liga Portugal Feminino,74,GK,0,normal,Controlled,350.0,0,1,3,M,M,71,72,80,78,43,73,"170cm | 5'7""",4,417,863
Laurie Cance,Havre AC,France,D1 Arkema,74,CM,CAM,normal,Controlled Explosive,0.0,350,3,4,M,M,75,70,74,74,57,73,"168cm | 5'6""",2,423,2011
Sofia Cantore,Juventus,Italy,Calcio A Femminile,74,ST,"CF,RW",normal,Controlled,0.0,1.8K,3,3,M,M,77,76,61,74,35,65,"167cm | 5'6""",2,388,1806
Cindy Caputo,AS Saint Étienne,France,D1 Arkema,74,RW,"RM,ST",normal,Controlled,0.0,350,4,3,H,M,76,73,70,76,45,67,"168cm | 5'6""",0,407,1921
Gabrielle Carle,Washington Spirit,Canada,NWSL,74,LB,LWB,normal,Controlled,0.0,350,2,5,M,M,73,49,66,67,72,65,"168cm | 5'6""",1,392,1837
Marta Carro Nolasco,Valencia CF,Spain,Liga F,74,CM,"CB,CDM",normal,Controlled,0.0,350,2,3,H,H,66,67,63,71,76,77,"177cm | 5'10""",-1,420,1940
Franny Černá,Slavia Praha,Czech Republic,Ceska Liga Žen,74,ST,CF,normal,Controlled Explosive,0.0,350,3,3,H,H,78,75,62,76,38,63,"164cm | 5'5""",2,392,1832
Alex Chidiac,Rac. Louisville,Australia,NWSL,74,CAM,CM,normal,Controlled Explosive,0.0,0,3,3,M,M,73,64,75,74,47,57,"157cm | 5'2""",0,390,1863
Emily Curran,Houston Dash,United States,NWSL,74,CM,CDM,normal,Controlled,0.0,350,2,3,H,M,55,67,71,75,70,62,"163cm | 5'4""",1,400,1948
Lauren Davidson,Glasgow City FC,Scotland,Scottish Women's League,74,ST,CF,normal,Controlled,0.0,350,3,3,M,M,79,75,62,71,37,67,"170cm | 5'7""",0,391,1856
Silke Demeyere,Havre AC,Belgium,D1 Arkema,74,CM,LM,normal,Controlled,0.0,350,3,3,H,H,40,68,73,77,70,66,"158cm | 5'2""",2,394,1971
Imani Dorsey,NJ/NY Gotham,United States,NWSL,74,LB,LWB,normal,Controlled,0.0,350,3,3,M,M,70,46,63,69,73,65,"168cm | 5'6""",0,386,1811
Salomé Elisor,Havre AC,France,D1 Arkema,74,CM,0,normal,Controlled,350.0,0,3,4,M,M,69,68,73,75,65,72,"174cm | 5'9""",3,422,2004
María Estella Del Valle,UDG Tenerife,Spain,Liga F,74,RB,RWB,normal,Controlled,0.0,350,3,3,M,M,69,49,65,71,75,79,"170cm | 5'7""",0,408,1951
Carolina Férez Méndez,Real Betis,Spain,Liga F,74,CAM,"CM,LM",normal,Controlled,0.0,450,3,3,H,M,68,70,71,75,45,58,"163cm | 5'4""",1,387,1861
Mia Fishel,Chelsea,United States,Barclays WSL,74,ST,CF,normal,Controlled,0.0,350,3,4,M,M,75,75,65,72,23,67,"170cm | 5'7""",4,377,1798
Mandy Freeman,NJ/NY Gotham,United States,NWSL,74,CB,0,normal,Controlled,350.0,0,2,2,M,M,53,42,57,58,76,73,"173cm | 5'8""",0,359,1679
Melissa Friedrich,Leverkusen,Germany,GPFBL,74,CB,CDM,normal,Controlled,0.0,350,2,2,M,H,53,42,55,61,75,73,"173cm | 5'8""",1,359,1717
Clara Fröhlich,Leverkusen,Germany,GPFBL,74,CB,LB,normal,Controlled,0.0,350,2,2,M,H,49,52,63,67,75,72,"169cm | 5'7""",3,378,1807
Ryan Gareis,Houston Dash,United States,NWSL,74,LW,LM,normal,Controlled,0.0,350,3,3,M,M,70,68,72,74,48,72,"170cm | 5'7""",4,404,1892
Luca Graf,RB Leipzig,Germany,GPFBL,74,CM,CDM,normal,Controlled,0.0,350,3,2,M,M,68,63,72,72,65,69,"160cm | 5'3""",0,409,1946
Svava Rós Gudmundsdóttir,NJ/NY Gotham,Iceland,NWSL,74,ST,CF,normal,Controlled,0.0,350,3,3,M,M,71,73,70,72,36,71,"177cm | 5'10""",1,393,1884
Alicia-Sophie Gudorf,SC Freiburg,Germany,GPFBL,74,RB,RWB,normal,Controlled,0.0,350,2,3,M,H,72,44,65,69,74,73,"158cm | 5'2""",2,397,1822
Mia Gyau,San Diego Wave,United States,NWSL,74,LB,LWB,normal,Mostly Explosive,0.0,400,2,3,M,M,82,53,68,68,68,65,"163cm | 5'4""",0,404,1917
Madison Haley,Brighton,United States,Barclays WSL,74,ST,CF,normal,Controlled,0.0,350,3,3,H,M,79,73,59,68,35,68,"170cm | 5'7""",0,382,1775
Tuva Hansen,FC Bayern München,Norway,GPFBL,74,RB,"RWB,CB,LB",normal,Controlled,0.0,350,3,2,M,M,65,32,59,63,77,65,"165cm | 5'5""",7,361,1706
Anna Heilferty,Washington Spirit,United States,NWSL,74,LB,"RB,LWB",normal,Controlled,0.0,350,3,3,M,M,66,50,67,71,72,65,"158cm | 5'2""",0,391,1877
Taylor Hinds,Liverpool,England,Barclays WSL,74,LWB,"LB,LM",normal,Controlled Explosive,0.0,350,3,4,M,M,76,59,71,73,66,64,"160cm | 5'3""",16,409,1883
Karen Holmgaard,Everton,Denmark,Barclays WSL,74,CDM,"CB,CM",normal,Controlled,0.0,350,2,3,M,H,59,55,68,64,75,74,"180cm | 5'11""",1,395,1846
Natalie Jacobs,Houston Dash,United States,NWSL,74,CB,RB,normal,Controlled,0.0,350,2,3,M,M,75,47,63,66,75,68,"173cm | 5'8""",1,394,1804
Lou-Ann Joly,Stade de Reims,France,D1 Arkema,74,CDM,CM,normal,Controlled,0.0,350,2,2,L,M,48,56,65,68,73,69,"168cm | 5'6""",2,379,1821
Sally Julini,OL,Switzerland,D1 Arkema,74,CDM,"CB,CM",normal,Controlled,0.0,550,3,3,M,M,78,61,72,75,71,75,"169cm | 5'7""",5,432,2009
Grace Kazadi,En Avant Guingamp,France,D1 Arkema,74,RB,"RWB,CDM",normal,Controlled Explosive,0.0,350,2,3,H,M,74,47,66,72,71,68,"163cm | 5'4""",0,398,1859
Tziarra King,OL Reign,United States,NWSL,74,LM,LW,normal,Mostly Explosive,0.0,500,4,3,H,M,89,68,68,73,43,72,"175cm | 5'9""",3,413,1935
Lize Kop,Leicester City,Holland,Barclays WSL,74,GK,0,normal,Controlled,350.0,0,1,3,M,M,75,66,72,74,30,77,"173cm | 5'8""",0,394,690
Natasha Kowalski,SGS Essen,Germany,GPFBL,74,CAM,ST,normal,Controlled Explosive,0.0,350,3,4,H,M,70,71,73,74,44,66,"170cm | 5'7""",1,398,1923
Tereza Krejčiříková,Slavia Praha,Czech Republic,Ceska Liga Žen,74,CDM,"CM,CAM",normal,Controlled,0.0,350,3,3,H,M,69,47,67,63,73,72,"165cm | 5'5""",2,391,1863
Loreta Kullashi,FC Rosengård,Sweden,Sverige Liga,74,ST,CF,normal,Controlled,0.0,350,3,4,M,M,67,73,62,74,33,64,"171cm | 5'7""",0,373,1812
Veronica Latsko,OL Reign,United States,NWSL,74,RM,RW,normal,Controlled,0.0,450,3,3,M,M,68,73,70,73,41,66,"170cm | 5'7""",-1,391,1887
Melissa Lawley,Liverpool,England,Barclays WSL,74,LM,"RM,LW",normal,Controlled Explosive,0.0,650,3,5,H,M,77,69,72,75,40,66,"165cm | 5'5""",2,399,1864
Carrie Lawrence,Orlando Pride,United States,NWSL,74,CB,0,normal,Controlled,400.0,0,2,3,M,M,67,42,63,62,75,70,"168cm | 5'6""",0,379,1778
Adriana Leal da Silva,Orlando Pride,Brazil,NWSL,74,ST,"LM,CF",normal,Controlled,0.0,350,3,3,H,M,76,74,71,73,35,64,"166cm | 5'5""",1,393,1875
Elise Legrout,AS Saint Étienne,France,D1 Arkema,74,CM,0,normal,Controlled Explosive,350.0,0,3,3,M,H,71,69,71,76,64,63,"163cm | 5'4""",1,414,1944
Vanessa Leimenstoll,TSG Hoffenheim,Germany,GPFBL,74,ST,CF,normal,Controlled,0.0,350,3,2,M,M,76,71,67,72,45,64,"167cm | 5'6""",4,395,1872
Janina Leitzig,Leicester City,Germany,Barclays WSL,74,GK,0,normal,Controlled,350.0,0,1,3,M,M,73,71,74,74,37,76,"184cm | 6'0""",0,405,853
Julia Lester,Rac. Louisville,United States,NWSL,74,RB,"RWB,CB",normal,Controlled,0.0,400,2,3,M,M,64,39,63,67,76,66,"162cm | 5'4""",-1,375,1756
Romée Leuchter,Ajax,Holland,Nederland Vrouwen Liga,74,ST,"CF,LW",normal,Controlled,0.0,350,3,3,H,M,74,74,58,74,27,69,"167cm | 5'6""",0,376,1747
Alex Loera,KC Current,United States,NWSL,74,CB,CDM,normal,Controlled,0.0,350,2,3,M,H,54,42,59,65,78,69,"170cm | 5'7""",1,367,1730
Allie Long,NJ/NY Gotham,United States,NWSL,74,CDM,CM,normal,Controlled,0.0,350,3,3,M,H,49,61,65,65,77,67,"173cm | 5'8""",0,384,1865
Joanne Love,Glasgow City FC,Scotland,Scottish Women's League,74,CM,"CDM,RM",normal,Controlled,0.0,350,3,3,M,M,66,68,69,73,70,63,"160cm | 5'3""",1,409,1910
Héloïse Mansuy,Havre AC,France,D1 Arkema,74,CB,RB,normal,Controlled,0.0,350,2,3,H,M,68,38,61,64,75,74,"168cm | 5'6""",0,380,1772
Andrea Marrero Avero,UDG Tenerife,Spain,Liga F,74,CB,0,normal,Controlled,350.0,0,2,2,M,M,48,49,63,64,77,66,"169cm | 5'7""",0,367,1756
Lara Marti,Leverkusen,Switzerland,GPFBL,74,LB,"LWB,LM",normal,Controlled,0.0,350,2,2,M,H,71,49,61,63,74,69,"162cm | 5'4""",1,387,1803
Nealy Martin,NJ/NY Gotham,United States,NWSL,74,CDM,RB,normal,Controlled,0.0,350,2,3,M,M,63,49,67,66,76,63,"170cm | 5'7""",0,384,1835
Cheyna Matthews,Chicago Red Stars,Jamaica,NWSL,74,ST,CF,normal,Controlled,0.0,350,3,3,M,M,70,74,65,73,42,58,"174cm | 5'9""",4,382,1847
Tegan McGrady,Portland Thorns,United States,NWSL,74,LB,LWB,normal,Controlled,0.0,350,3,2,M,M,69,48,67,67,73,61,"166cm | 5'5""",0,385,1832
Addisyn Merrick,KC Current,United States,NWSL,74,CB,0,normal,Controlled,350.0,0,2,3,M,M,56,42,59,68,78,63,"163cm | 5'4""",0,366,1752
Zala Meršnik,Sporting Huelva,Slovenia,Liga F,74,GK,0,normal,Controlled,350.0,0,1,2,M,M,77,65,69,80,36,75,"170cm | 5'7""",3,402,669
Teagan Micah,Liverpool,Australia,Barclays WSL,74,GK,0,normal,Controlled,350.0,0,1,3,M,M,72,73,76,73,30,73,"176cm | 5'9""",1,397,673
Esme Morgan,Manchester City,England,Barclays WSL,74,RB,"RWB,CB,LB",normal,Controlled,0.0,800,2,3,M,M,76,34,71,67,72,68,"178cm | 5'10""",13,388,1762
Olivia Moultrie,Portland Thorns,United States,NWSL,74,CM,0,normal,Controlled,350.0,0,3,3,M,M,67,72,71,73,65,55,"169cm | 5'7""",-1,403,1918
Koko Ange N'Guessan,UDG Tenerife,Côte d'Ivoire,Liga F,74,RW,"RM,LW",normal,Controlled,0.0,350,4,4,M,M,74,72,74,74,41,57,0,1,392,1856
Fuka Nagano,Liverpool,Japan,Barclays WSL,74,CM,CAM,normal,Controlled Explosive,0.0,350,3,3,M,M,78,60,72,78,61,63,"160cm | 5'3""",23,412,1910
Simona Necidová,Slavia Praha,Czech Republic,Ceska Liga Žen,74,CB,0,normal,Controlled,350.0,0,2,3,M,M,50,26,51,51,76,72,"176cm | 5'9""",1,326,1529
Lucía Pardo Méndez,Madrid CFF,Spain,Liga F,74,ST,CF,normal,Mostly Explosive,0.0,350,3,3,M,L,82,77,71,77,32,64,"170cm | 5'7""",0,403,1936
Anna Patten,Aston Villa,England,Barclays WSL,74,CB,0,normal,Controlled,350.0,0,2,3,M,M,65,44,62,63,76,71,"178cm | 5'10""",0,381,1820
Courtney Petersen,Houston Dash,United States,NWSL,74,LB,LWB,normal,Controlled Explosive,0.0,350,3,3,M,M,75,55,67,70,69,69,"165cm | 5'5""",0,405,1934
Nina Räcke,RB Leipzig,Germany,GPFBL,74,CB,0,normal,Controlled,350.0,0,2,2,M,M,69,52,69,65,75,71,"174cm | 5'9""",0,401,1902
Brittany Ratcliffe,NC Courage,United States,NWSL,74,ST,"LM,CF",normal,Controlled,0.0,350,3,3,M,M,69,72,68,71,41,66,"163cm | 5'4""",0,387,1882
Nadine Riesen,Frankfurt,Switzerland,GPFBL,74,RB,"RWB,CB",normal,Controlled,0.0,350,2,2,M,H,69,60,65,70,73,64,"166cm | 5'5""",3,401,1861
Katie Robinson,Brighton,England,Barclays WSL,74,RM,"LM,RW",normal,Controlled Explosive,0.0,350,3,3,H,M,79,66,68,75,38,63,"160cm | 5'3""",0,389,1815
Madeline Roth,Dijon FCO,France,D1 Arkema,74,CF,ST,normal,Controlled,0.0,350,3,3,H,M,72,74,68,77,42,62,"174cm | 5'9""",0,395,1900
Taylor Smith,NJ/NY Gotham,United States,NWSL,74,LW,LM,normal,Controlled Explosive,0.0,350,3,3,M,M,87,74,69,71,41,71,"160cm | 5'3""",0,413,1968
Meredith Speck,NC Courage,United States,NWSL,74,CM,CAM,normal,Controlled,0.0,450,3,3,M,M,69,66,75,74,64,60,"158cm | 5'2""",0,408,1956
Drew Spence,Spurs,Jamaica,Barclays WSL,74,CM,CAM,normal,Controlled,0.0,350,3,4,M,M,34,74,73,72,61,70,"164cm | 5'5""",2,384,1866
Nikki Stanton,OL Reign,United States,NWSL,74,CDM,0,normal,Controlled,350.0,0,2,3,M,M,55,53,65,66,73,68,"168cm | 5'6""",0,380,1818
Ella Stevens,Chicago Red Stars,United States,NWSL,74,ST,CF,normal,Controlled,0.0,350,3,3,H,M,69,74,66,67,42,66,"173cm | 5'8""",2,384,1837
Julia Stierli,FC Zürich,Switzerland,Schweizer Damen Liga,74,CB,0,normal,Controlled Lengthy,350.0,0,2,2,L,M,60,48,49,57,76,65,"182cm | 6'0""",0,355,1630
Kylie Strom,Orlando Pride,United States,NWSL,74,LB,LWB,normal,Controlled,0.0,350,3,3,M,M,73,49,68,64,71,68,"173cm | 5'8""",0,393,1841
Eva Sumo,Havre AC,France,D1 Arkema,74,CM,CDM,normal,Controlled,0.0,350,4,4,M,M,61,64,72,79,65,67,"169cm | 5'7""",0,408,2001
Maddi Torre Larrañaga,Athletic Club,Spain,Liga F,74,CDM,LB,normal,Controlled,0.0,350,3,2,L,M,60,56,75,68,73,68,"172cm | 5'8""",-1,400,1935
Marta Unzué Urdaniz,Athletic Club,Spain,Liga F,74,CDM,CM,normal,Controlled,0.0,350,3,3,M,M,66,72,74,64,72,68,"170cm | 5'7""",-1,416,2030
Daphne van Domselaar,Aston Villa,Holland,Barclays WSL,74,GK,0,normal,Controlled,350.0,0,1,2,M,M,73,69,66,74,40,75,"176cm | 5'9""",3,397,675
Amalie Vangsgaard,Paris SG,Denmark,D1 Arkema,74,ST,CF,normal,Controlled Lengthy,0.0,350,3,3,M,M,72,74,63,67,39,65,"182cm | 6'0""",1,380,1795
Ally Watt,Orlando Pride,United States,NWSL,74,ST,"RM,CF",normal,Controlled,0.0,350,2,3,M,M,84,72,62,69,41,67,"173cm | 5'8""",0,395,1846
Sophia Winkler,SGS Essen,Germany,GPFBL,74,GK,0,normal,Controlled,350.0,0,1,2,M,M,73,74,73,72,59,74,"175cm | 5'9""",6,425,924
Cora Zicai,SC Freiburg,Germany,GPFBL,74,LW,"LM,RW",normal,Controlled,0.0,350,3,2,M,M,74,74,71,70,51,62,"175cm | 5'9""",2,402,1898
Kerry Abello,Orlando Pride,United States,NWSL,73,CM,CDM,normal,Controlled Explosive,0.0,700,2,3,H,M,72,64,71,72,70,64,"163cm | 5'4""",-1,413,1933
Asmita Ale,Spurs,England,Barclays WSL,73,RB,"RWB,RM",normal,Controlled,0.0,400,2,3,M,M,66,51,67,64,73,67,"166cm | 5'5""",0,388,1847
Amirah Ali,San Diego Wave,United States,NWSL,73,RM,RW,normal,Controlled Explosive,0.0,450,3,3,M,M,77,70,71,71,40,65,"173cm | 5'8""",1,394,1836
Ariadina Alves Borges,Rac. Louisville,Brazil,NWSL,73,CM,0,normal,Controlled Explosive,400.0,0,3,3,H,M,72,74,68,76,62,59,"165cm | 5'5""",6,411,1984
Karen Araya,Madrid CFF,Chile,Liga F,73,CM,0,normal,Controlled,350.0,0,3,3,H,M,58,75,74,70,66,74,"162cm | 5'4""",2,417,2030
Carla Armengol Joaniquet,Real Betis,Spain,Liga F,73,RM,"LM,RW",normal,Controlled Explosive,0.0,350,4,3,M,M,76,75,69,75,56,61,"164cm | 5'5""",0,412,1966
Chelsea Louise Ashurst,Sporting Huelva,England,Liga F,73,GK,0,normal,Controlled,350.0,0,1,2,M,M,75,69,65,75,43,76,"167cm | 5'6""",0,403,695
Laia Ballesté Sciora,Sporting Huelva,Spain,Liga F,73,CB,0,normal,Controlled,350.0,0,2,2,M,M,63,37,55,63,76,70,"172cm | 5'8""",0,364,1684
Elyse Bennett,OL Reign,United States,NWSL,73,ST,CF,normal,Controlled,0.0,350,3,3,M,L,69,72,59,71,42,73,"178cm | 5'10""",1,386,1833
Fran Bentley,Bristol City,England,Barclays WSL,73,GK,0,normal,Controlled,350.0,0,1,3,M,M,72,70,67,75,37,74,"164cm | 5'5""",0,395,836
Malia Berkely,NC Courage,United States,NWSL,73,CB,CDM,normal,Controlled,0.0,350,3,3,M,M,54,41,57,64,75,66,"173cm | 5'8""",0,357,1689
Julia Bianchi,Chicago Red Stars,Brazil,NWSL,73,CDM,CM,normal,Controlled Explosive,0.0,350,3,3,M,M,71,71,73,77,69,60,"167cm | 5'6""",0,421,2029
Alena Bienz,1. FC Köln,Switzerland,GPFBL,73,ST,"CAM,CF",normal,Controlled,0.0,200,3,2,H,M,74,69,67,72,49,69,"167cm | 5'6""",1,400,1877
Cyrielle Blanc,Montpellier,France,D1 Arkema,73,CM,CDM,normal,Controlled,0.0,250,3,3,H,M,62,64,69,69,69,73,"176cm | 5'9""",1,406,1880
Laura Blindkilde Brown,Aston Villa,England,Barclays WSL,73,CM,CAM,normal,Controlled Explosive,0.0,300,3,5,H,M,73,57,70,73,61,54,"162cm | 5'4""",4,388,1829
Gemma Bonner,Liverpool,England,Barclays WSL,73,CB,0,normal,Controlled,350.0,0,2,4,M,M,49,47,41,58,74,74,"178cm | 5'10""",4,343,1576
Cara Bösl,Frankfurt,Germany,GPFBL,73,GK,0,normal,Controlled,350.0,0,1,3,M,M,73,74,76,71,45,69,"173cm | 5'8""",1,408,829
Maïté Boucly,LOSC Lille,France,D1 Arkema,73,LM,LW,normal,Controlled,0.0,350,3,2,H,M,71,72,71,71,41,69,"175cm | 5'9""",0,395,1858
Marisa Bova,NC Courage,United States,NWSL,73,GK,0,normal,Controlled,350.0,0,1,2,M,M,70,72,69,72,40,73,"188cm | 6'2""",1,396,727
Courtney Brosnan,Everton,Republic of Ireland,Barclays WSL,73,GK,0,normal,Controlled,350.0,0,1,3,M,M,69,69,65,76,41,74,"175cm | 5'9""",1,394,839
Phoenetia Browne,AS Saint Étienne,St. Kitts and Nevis,D1 Arkema,73,LW,"LM,RW,ST",normal,Controlled,0.0,350,3,4,M,M,77,73,65,72,38,75,"173cm | 5'8""",3,400,1876
Vicky Bruce,Bristol City,United States,Barclays WSL,73,CB,0,normal,Controlled,350.0,0,2,4,M,M,74,30,54,57,75,70,"163cm | 5'4""",1,360,1680
Valéria Cantuário da Silva,SL Benfica,Brazil,Liga Portugal Feminino,73,RW,"RB,RM",normal,Explosive,0.0,350,3,3,M,M,83,65,68,79,62,49,"158cm | 5'2""",3,406,1900
Laia Codina Panedas,Arsenal,Spain,Barclays WSL,73,CB,0,normal,Controlled,950.0,0,2,2,M,M,51,42,63,65,76,67,"170cm | 5'7""",6,364,1703
Ava Cook,Chicago Red Stars,United States,NWSL,73,LM,"ST,LW",normal,Controlled,0.0,350,3,3,M,M,75,73,68,71,38,60,"180cm | 5'11""",4,385,1805
Kirsten Davis,Rac. Louisville,United States,NWSL,73,ST,"CAM,CF",normal,Controlled Explosive,0.0,350,3,3,H,M,76,72,67,69,42,63,"175cm | 5'9""",1,389,1872
Ella Dederick,Houston Dash,United States,NWSL,73,GK,0,normal,Controlled,350.0,0,1,2,M,M,73,72,72,74,41,71,"178cm | 5'10""",0,403,776
Mariam Diakité,FC Fleury 91,Côte d'Ivoire,D1 Arkema,73,CB,LB,normal,Controlled,0.0,350,2,3,L,M,60,51,51,51,75,66,"171cm | 5'7""",0,354,1704
María Diaz Cirauqui,Dijon FCO,Spain,D1 Arkema,73,RM,"LM,RW",normal,Controlled Explosive,0.0,600,3,3,M,M,77,67,71,72,41,58,"163cm | 5'4""",-2,386,1834
Agathe Donnary,En Avant Guingamp,France,D1 Arkema,73,CM,CDM,normal,Controlled Explosive,0.0,350,3,3,H,M,75,58,70,72,66,72,"161cm | 5'3""",0,413,1930
Lisa Doorn,TSG Hoffenheim,Holland,GPFBL,73,CB,0,normal,Mostly Lengthy,350.0,0,2,3,M,M,60,56,52,62,73,73,"183cm | 6'0""",1,376,1742
Emina Ekic,Rac. Louisville,United States,NWSL,73,CAM,LW,normal,Controlled Explosive,0.0,350,3,3,M,M,76,68,72,72,46,61,"163cm | 5'4""",1,395,1873
Nesryne El Chad,LOSC Lille,Morocco,D1 Arkema,73,CB,RB,normal,Controlled,0.0,350,2,2,M,M,69,41,57,63,74,70,"167cm | 5'6""",1,374,1750
Ane Elexpuru Añorga,Athletic Club,Spain,Liga F,73,RM,"LM,RW",normal,Explosive,0.0,350,4,2,H,M,83,68,70,76,47,57,"160cm | 5'3""",2,401,1895
Vivien Endemann,VfL Wolfsburg,Germany,GPFBL,73,RW,RM,normal,Controlled,0.0,350,3,4,H,M,73,71,68,72,43,60,"171cm | 5'7""",6,387,1869
Romane Enguehard,Havre AC,France,D1 Arkema,73,LB,"RB,LWB",normal,Controlled,0.0,400,3,3,M,H,67,66,71,75,70,63,"163cm | 5'4""",0,412,1949
Thelma Eninger,Stade de Reims,France,D1 Arkema,73,RW,"RM,CAM",normal,Controlled Explosive,0.0,350,3,3,M,M,68,70,73,77,53,48,"158cm | 5'2""",0,389,1908
Niamh Fahey,Liverpool,Republic of Ireland,Barclays WSL,73,CB,0,normal,Controlled,350.0,0,2,3,M,M,55,40,63,62,78,60,"170cm | 5'7""",6,358,1745
Jana Fernández Velasco,FC Barcelona,Spain,Liga F,73,CB,LB,normal,Controlled,0.0,400,2,3,M,M,68,49,63,62,75,67,"162cm | 5'4""",18,384,1796
Megan Finnigan,Everton,England,Barclays WSL,73,CB,0,normal,Controlled,350.0,0,2,3,M,M,60,43,63,62,74,72,"174cm | 5'9""",-1,374,1800
Shameeka Fishley,Bordeaux,England,D1 Arkema,73,ST,CF,normal,Controlled,0.0,350,3,3,M,M,75,73,64,68,39,67,"175cm | 5'9""",0,386,1818
Débora García Mateo,Sevilla FC,Spain,Liga F,73,RB,"RWB,LB",normal,Controlled Explosive,0.0,350,3,3,H,M,73,57,71,70,70,62,"163cm | 5'4""",0,403,1927
Violeta García Quiles,Real Betis,Spain,Liga F,73,LM,"LB,LW",normal,Mostly Explosive,0.0,450,3,3,H,H,82,66,67,77,61,64,"165cm | 5'5""",0,417,1937
Christy Gavory,Havre AC,France,D1 Arkema,73,CM,RM,normal,Controlled Explosive,0.0,350,3,3,H,H,70,68,72,78,62,56,"156cm | 5'1""",0,406,1974
Mille Gejl,NC Courage,Denmark,NWSL,73,LM,LW,normal,Controlled,0.0,350,3,3,H,M,68,70,69,74,45,67,"171cm | 5'7""",1,393,1882
Makamae Gomera-Stevens,Houston Dash,United States,NWSL,73,RW,RM,normal,Controlled Explosive,0.0,350,3,3,M,M,78,66,73,70,36,66,"163cm | 5'4""",1,389,1812
Chasity Grant,Ajax,Holland,Nederland Vrouwen Liga,73,LW,LM,normal,Controlled,0.0,200,3,3,H,M,70,66,69,72,37,69,"167cm | 5'6""",0,383,1777
Malgorzata Grec,Dijon FCO,Poland,D1 Arkema,73,CB,0,normal,Controlled Lengthy,350.0,0,2,3,L,M,59,38,46,54,72,82,"182cm | 6'0""",0,351,1584
Marion Haelewyn,Bordeaux,France,D1 Arkema,73,CB,RB,normal,Controlled,0.0,350,2,2,M,M,62,39,55,54,74,73,"172cm | 5'8""",0,357,1655
Madison Hammond,Angel City FC,United States,NWSL,73,RB,"RWB,CDM",normal,Controlled,0.0,350,2,3,M,M,69,51,62,66,73,61,"173cm | 5'8""",6,382,1802
Shania Hayles,Bristol City,Jamaica,Barclays WSL,73,ST,CF,normal,Controlled,0.0,350,4,3,H,M,77,70,59,74,42,68,"165cm | 5'5""",1,390,1816
Angharad James,Spurs,Wales,Barclays WSL,73,CM,CDM,normal,Controlled,0.0,350,2,3,H,M,61,64,76,69,68,65,"162cm | 5'4""",-1,403,1940
Katie Johnson,Angel City FC,Mexico,NWSL,73,CAM,ST,normal,Controlled Explosive,0.0,350,3,3,M,M,71,72,72,72,47,60,"173cm | 5'8""",2,394,1901
