p_name,p_club,p_nation,p_league,p_rating,p_position,Alternate_Positions,Card_Version,Run_Style,Skills_Star,Weak_Foot_Star,Attack_Workrate,Defense_Workrate,Pace / Diving,Shooting / Handling,Passing / Kicking,Dribbling / Reflexes,Defense / Speed,Physical / Positioning,Height
Rory McKenzie,Kilmarnock,Scotland,cinch Prem,62,LM,"CM,CAM,LW",normal,Controlled Explosive,3,3,H,H,77,54,57,64,50,64,"175cm | 5'9"""
Conor McMenamin,St. Mirren,Northern Ireland,cinch Prem,62,RW,RM,normal,Controlled,3,3,H,M,77,58,56,63,28,49,"183cm | 6'0"""
Gideon Mensah,Varbergs BoIS,Ghana,Allsvenskan,62,RWB,RB,normal,Controlled,2,2,M,H,75,32,46,53,60,72,"183cm | 6'0"""
Leandro,Stal Mielec,Brazil,PKO BP Ekstraklasa,62,CB,LWB,normal,Controlled Lengthy,2,3,H,L,72,41,56,56,61,69,"183cm | 6'0"""
Falko Michel,B. Dortmund II,Germany,3. Liga,62,LM,"CM,CAM,LW",normal,Controlled,3,3,M,M,62,55,57,64,59,69,"186cm | 6'1"""
Nicholas Mickelson,Odense BK,Thailand,3F Superliga,62,RB,"RWB,LB",normal,Controlled,2,4,H,M,73,33,47,59,57,67,"185cm | 6'1"""
Michael Mieles,Aucas,Ecuador,Libertadores,62,ST,"CAM,CF",normal,Controlled,3,4,M,M,70,63,61,63,51,59,"162cm | 5'4"""
George Miller,Doncaster,England,EFL League Two,62,ST,CF,normal,Controlled Explosive,2,3,H,H,83,61,51,61,37,75,"178cm | 5'10"""
Stanley Mills,Oxford United,England,EFL League One,62,RW,RM,normal,Controlled,3,3,M,M,71,66,55,65,30,51,"180cm | 5'11"""
Jovan Milošević,VfB Stuttgart,Serbia,Bundesliga,62,ST,CF,normal,Controlled Lengthy,2,3,M,M,54,62,51,60,32,65,"190cm | 6'3"""
Robert Milsom,Sutton United,England,EFL League Two,62,LB,LWB,normal,Controlled,2,2,M,H,55,55,59,58,58,71,"175cm | 5'9"""
Jeison Mina,Barcelona SC,Ecuador,Libertadores,62,CB,0,normal,Controlled Lengthy,2,3,M,H,59,24,37,43,63,67,"185cm | 6'1"""
Stefano Minelli,Feralpisalò,Italy,Serie BKT,62,GK,0,normal,Controlled,1,3,M,M,62,58,55,63,41,62,"186cm | 6'1"""
Filippo Missori,Sassuolo,Italy,Serie A TIM,62,RB,RWB,normal,Controlled,2,3,M,M,59,35,48,60,61,52,"182cm | 6'0"""
Kaito Mizuta,Arminia Bielefeld,Japan,3. Liga,62,CF,"CAM,ST",normal,Controlled,3,4,M,M,68,59,54,69,29,52,"182cm | 6'0"""
Baran Mogultay,MSV Duisburg,Germany,3. Liga,62,LB,LWB,normal,Controlled,2,4,M,M,72,39,54,59,56,58,"181cm | 5'11"""
Iyad Mohamed,Pau FC,Comoros,Ligue 2 BKT,62,CDM,0,normal,Controlled Lengthy,2,3,M,M,55,43,55,56,61,66,"191cm | 6'3"""
Sylian Mokono,Heracles Almelo,Holland,Eredivisie,62,RB,RWB,normal,Mostly Lengthy,2,3,H,M,75,31,49,57,59,68,"188cm | 6'2"""
Luke Molyneux,Doncaster,England,EFL League Two,62,RW,"LWB,RM",normal,Mostly Explosive,3,3,H,L,81,58,55,64,40,60,"180cm | 5'11"""
Francis Momoh,Grasshopper Club,Nigeria,CSSL,62,ST,CF,normal,Controlled Lengthy,2,2,M,M,75,58,47,60,25,72,"187cm | 6'2"""
Łukasz Moneta,Ruch Chorzów,Poland,PKO BP Ekstraklasa,62,LM,LW,normal,Controlled Explosive,2,2,M,M,71,52,59,64,41,62,"172cm | 5'8"""
Juan Camilo Moreno,Dep. Pereira,Colombia,Libertadores,62,LB,LWB,normal,Controlled,2,3,M,M,82,33,46,54,59,66,"178cm | 5'10"""
Manuel Morillo León,Real Betis,Spain,LALIGA EA SPORTS,62,ST,"RM,LM,CF",normal,Controlled Explosive,3,3,M,M,76,61,51,65,21,47,"182cm | 6'0"""
Callum Morton,Salford City,England,EFL League Two,62,ST,"CF,LW",normal,Controlled Explosive,3,2,H,H,81,60,52,62,35,66,"178cm | 5'10"""
Ngal'ayel Mukau,KV Mechelen,Belgium,1A Pro League,62,CDM,CM,normal,Controlled,2,3,M,H,54,39,52,61,63,51,"185cm | 6'1"""
Danny Mullen,Derry City,Scotland,SSE Airtricity PD,62,ST,CF,normal,Controlled,3,4,H,H,73,62,48,62,41,70,"177cm | 5'10"""
Ji Hwan Moon,Incheon United,Korea Republic,K League 1,62,CM,CDM,normal,Mostly Lengthy,2,3,M,H,55,47,55,59,61,75,"185cm | 6'1"""
Alex Murphy,Newcastle Utd,Republic of Ireland,Premier League,62,CB,LB,normal,Controlled Lengthy,2,4,H,M,56,34,53,54,62,65,"188cm | 6'2"""
Jordan Murray,Chennaiyin FC,Australia,Hero ISL,62,ST,CF,normal,Mostly Lengthy,3,3,H,M,68,62,46,61,18,68,"184cm | 6'0"""
Simon Murray,Ross County,Scotland,cinch Prem,62,ST,CF,normal,Controlled,2,3,H,M,80,62,45,60,21,61,"183cm | 6'0"""
Torben Müsel,Rot-Weiss Essen,Germany,3. Liga,62,ST,"CAM,CF",normal,Controlled,2,3,M,M,67,61,57,65,28,55,"185cm | 6'1"""
Danny Musovski,Real Salt Lake,United States,MLS,62,ST,"CF,LW",normal,Controlled,2,4,H,H,63,61,51,62,41,60,"182cm | 6'0"""
Ashley Nadesan,Gillingham,England,EFL League Two,62,ST,CF,normal,Controlled Lengthy,2,3,M,M,82,58,51,61,26,68,"188cm | 6'2"""
Suheyel Najar,Viktoria Köln,Germany,3. Liga,62,RM,"LM,CAM,RW",normal,Controlled,4,3,H,L,82,55,54,63,27,61,"182cm | 6'0"""
Mark Natta,Newcastle Jets,Australia,A-League,62,CB,LB,normal,Controlled,2,3,L,H,77,30,47,60,61,71,"175cm | 5'9"""
Bridge Ndilu,FC Nantes,France,Ligue 1 Uber Eats,62,ST,CF,normal,Controlled Lengthy,3,3,M,L,70,61,50,60,20,59,"186cm | 6'1"""
Donald Nduka,FC Ingolstadt 04,Nigeria,3. Liga,62,CB,0,normal,Controlled Lengthy,2,2,L,M,65,33,43,46,63,64,"188cm | 6'2"""
Nathan Ngoy,Standard Liège,Belgium,1A Pro League,62,CB,RB,normal,Controlled Lengthy,2,3,M,H,74,27,43,51,61,68,"183cm | 6'0"""
Will Nightingale,Ross County,England,cinch Prem,62,CB,0,normal,Controlled Lengthy,2,2,M,M,58,33,47,52,61,70,"185cm | 6'1"""
Bilal Njie,FK Haugesund,Norway,Eliteserien,62,LM,"ST,LW",normal,Controlled,3,3,M,M,87,58,50,65,26,55,"184cm | 6'0"""
Dan N'Lundulu,Bolton,England,EFL League One,62,ST,CF,normal,Mostly Lengthy,3,3,M,M,68,61,46,59,21,68,"188cm | 6'2"""
Luke Norris,Tranmere Rovers,England,EFL League Two,62,ST,CF,normal,Mostly Lengthy,2,3,H,L,60,61,50,59,25,73,"184cm | 6'0"""
Lucas Noubi,Standard Liège,Belgium,1A Pro League,62,CB,RB,normal,Controlled,2,3,M,M,67,21,47,60,59,71,"180cm | 5'11"""
Amin Nouri,HamKam Fotball,Norway,Eliteserien,62,RWB,RB,normal,Controlled,3,4,M,M,61,48,55,62,58,64,"180cm | 5'11"""
Krystian Nowak,Bohemian FC,Poland,SSE Airtricity PD,62,CB,0,normal,Controlled Lengthy,2,3,M,H,54,42,50,51,60,69,"188cm | 6'2"""
Patrick Nwadike,IK Sirius,Sweden,Allsvenskan,62,CB,0,normal,Lengthy,2,2,M,M,56,36,50,55,60,73,"190cm | 6'3"""
Silas Nwankwo,Mjällby AIF,Nigeria,Allsvenskan,62,ST,CF,normal,Controlled,2,3,M,L,82,59,46,61,27,67,"183cm | 6'0"""
Moses Nyeman,Real Salt Lake,United States,MLS,62,CDM,CM,normal,Controlled Explosive,3,3,M,H,70,40,56,65,58,50,"165cm | 5'5"""
Lee O'Connor,Tranmere Rovers,Republic of Ireland,EFL League Two,62,CM,CDM,normal,Controlled Explosive,2,3,L,H,70,53,60,64,61,69,"178cm | 5'10"""
Tomás O'Connor,Rosario Central,Argentina,LPF,62,CM,CAM,normal,Controlled,2,3,M,M,63,51,61,65,52,54,"173cm | 5'8"""
Richard O'Donnell,Blackpool,England,EFL League One,62,GK,0,normal,Controlled Lengthy,1,3,M,M,62,62,60,62,52,62,"188cm | 6'2"""
Jonathan Obika,Motherwell,England,cinch Prem,62,ST,CF,normal,Mostly Lengthy,2,2,M,M,62,59,44,61,32,74,"183cm | 6'0"""
Marvin Obuz,Rot-Weiss Essen,Germany,3. Liga,62,LM,"RM,LW",normal,Controlled Explosive,3,3,M,M,72,54,55,67,26,53,"182cm | 6'0"""
Kristoffer Ødemarksbakken,Aalesunds FK,Norway,Eliteserien,62,LM,"ST,LW",normal,Controlled Explosive,3,3,M,M,72,56,56,63,48,59,"181cm | 5'11"""
Akinwale Odimayo,Northampton,England,EFL League One,62,CB,"RB,LB",normal,Controlled Lengthy,2,4,M,M,72,26,48,56,61,70,"183cm | 6'0"""
Clarke Oduor,Bradford City,Kenya,EFL League Two,62,LB,LWB,normal,Controlled Explosive,3,3,H,M,77,41,55,63,57,57,"176cm | 5'9"""
Luke Offord,Crewe Alexandra,England,EFL League Two,62,CB,0,normal,Controlled Lengthy,2,3,L,M,65,28,48,54,61,71,"183cm | 6'0"""
Jae Suk Oh,Daejeon Citizen,Korea Republic,K League 1,62,RWB,"RB,LB",normal,Controlled,2,4,M,M,58,34,56,60,61,61,"176cm | 5'9"""
Fejiri Okenabirhie,Cambridge Utd,England,EFL League One,62,ST,CF,normal,Controlled Explosive,3,4,M,M,79,60,54,63,32,59,"178cm | 5'10"""
Isaac Olaofe,Stockport,England,EFL League Two,62,ST,CF,normal,Controlled Explosive,3,3,H,H,91,57,47,65,19,67,"178cm | 5'10"""
Vadaine Oliver,Bradford City,England,EFL League Two,62,ST,CF,normal,Lengthy,2,2,M,L,60,60,50,58,41,79,"188cm | 6'2"""
Tuomas Ollila,HJK Helsinki,Finland,Finnliiga,62,LB,LWB,normal,Controlled,2,2,H,M,79,57,59,61,55,57,"173cm | 5'8"""
Joseph Olowu,Doncaster,England,EFL League Two,62,CB,0,normal,Controlled Lengthy,2,3,M,H,73,32,42,51,61,69,"184cm | 6'0"""
Promise Omochere,Fleetwood Town,Republic of Ireland,EFL League One,62,RM,"RW,ST",normal,Controlled Lengthy,3,2,H,M,74,58,55,62,43,72,"188cm | 6'2"""
Wyatt Omsberg,Chicago Fire FC,United States,MLS,62,CB,0,normal,Controlled,2,2,L,M,39,24,40,34,63,71,"193cm | 6'4"""
Luis Ortíz,S. Ameliano,Paraguay,Sudamericana,62,CAM,LM,normal,Controlled Explosive,3,3,H,M,72,57,59,63,41,59,"170cm | 5'7"""
Pedro Ortiz Bernat,FC Vizela,Spain,Liga Portugal,62,CM,CDM,normal,Controlled,2,3,H,M,59,57,57,61,49,60,"184cm | 6'0"""
Robin Østrøm,Silkeborg IF,Norway,3F Superliga,62,RB,"RWB,CB",normal,Controlled Lengthy,2,3,M,H,67,36,51,55,58,68,"188cm | 6'2"""
Shaibou Oubeyapwa,Preußen Münster,Togo,3. Liga,62,ST,"CAM,CF",normal,Controlled,2,3,H,L,78,61,58,62,24,60,"170cm | 5'7"""
Doğukan Özkan,Antalyaspor,Turkey,Trendyol Süper Lig,62,GK,0,normal,Controlled,1,3,M,M,62,64,62,60,55,62,"185cm | 6'1"""
Antonio Pacheco Ruiz,Albacete BP,Spain,LALIGA HYPERMOTION,62,CAM,"RM,CM",normal,Controlled,3,3,M,M,60,53,61,61,58,62,"184cm | 6'0"""
Alejandro Padilla Pérez,Athletic Club,Spain,LALIGA EA SPORTS,62,GK,0,normal,Controlled,1,3,M,M,64,65,62,63,31,61,"190cm | 6'3"""
Lucas Paes Souza,Casa Pia AC,Brazil,Liga Portugal,62,GK,0,normal,Controlled,1,2,M,M,59,62,58,59,19,63,"196cm | 6'5"""
Yannick Pandor,RC Lens,Comoros,Ligue 1 Uber Eats,62,GK,0,normal,Controlled,1,2,M,M,64,60,56,63,20,59,"192cm | 6'4"""
Jung Bin Park,Rodez AF,Korea Republic,Ligue 2 BKT,62,LM,"ST,LW",normal,Controlled Explosive,4,5,M,M,76,57,59,63,38,50,"175cm | 5'9"""
Georgi Pashov,FC Petrolul,Bulgaria,SUPERLIGA,62,RB,RWB,normal,Controlled,3,3,M,M,79,45,53,56,56,65,"184cm | 6'0"""
Alfonso Pastor Vacas,Sevilla FC,Spain,LALIGA EA SPORTS,62,GK,0,normal,Controlled,1,2,M,M,69,63,66,60,23,58,"190cm | 6'3"""
Tim Paterok,Saarbrücken,Germany,3. Liga,62,GK,0,normal,Controlled,1,2,M,M,64,61,62,65,33,61,"192cm | 6'4"""
Mathieu Patouillet,OL,France,Ligue 1 Uber Eats,62,GK,0,normal,Controlled,1,3,M,M,62,60,57,65,20,60,"188cm | 6'2"""
Omari Patrick,Sutton United,England,EFL League Two,62,ST,CF,normal,Controlled,3,3,H,H,84,59,52,62,27,68,"185cm | 6'1"""
Maxime Pattier,US Concarneau,France,Ligue 2 BKT,62,GK,0,normal,Controlled,1,2,M,M,63,61,62,64,30,61,"184cm | 6'0"""
Tim Payne,Well. Phoenix,New Zealand,A-League,62,CB,RB,normal,Controlled,2,3,M,H,62,54,58,51,59,77,"179cm | 5'10"""
Alex Pearce,AFC Wimbledon,Republic of Ireland,EFL League Two,62,CB,0,normal,Controlled,2,2,L,H,31,26,42,43,62,71,"188cm | 6'2"""
Mateo Pellegrino,Platense,Argentina,LPF,62,ST,CF,normal,Controlled Lengthy,2,4,M,M,58,63,46,58,30,69,"193cm | 6'4"""
Nicholas Pennington,Well. Phoenix,Australia,A-League,62,CDM,CM,normal,Controlled,2,2,M,H,56,51,57,56,59,67,"182cm | 6'0"""
Grenddy Perozo,Monagas SC,Venezuela,Libertadores,62,CB,0,normal,Controlled Lengthy,2,2,M,M,59,35,44,52,61,67,"181cm | 5'11"""
Kévin Perrot,Stade Lavallois,France,Ligue 2 BKT,62,RWB,"RB,LWB",normal,Controlled,2,3,M,M,65,35,55,54,57,65,"170cm | 5'7"""
Taylor Perry,Shrewsbury,England,EFL League One,62,CM,0,normal,Controlled,3,3,M,M,68,56,61,65,50,60,"178cm | 5'10"""
Noah Persson,BSC Young Boys,Sweden,CSSL,62,LB,"LWB,LM",normal,Controlled Explosive,2,3,M,L,75,52,55,63,54,53,"180cm | 5'11"""
Andrei Peteleu,CFR 1907 Cluj,Romania,SUPERLIGA,62,RB,"RWB,LB",normal,Controlled,2,3,H,M,74,43,55,59,59,67,"184cm | 6'0"""
Petersen,Molde FK,Norway,Eliteserien,62,GK,0,normal,Controlled,1,3,M,M,64,62,62,64,41,61,"190cm | 6'3"""
Luca Petrasso,Orlando City,Canada,MLS,62,LB,"LWB,LM",normal,Controlled,3,2,H,M,75,42,59,62,55,64,"180cm | 5'11"""
Dylan Pierias,WS Wanderers,Australia,A-League,62,RM,RW,normal,Explosive,2,3,M,H,87,40,51,65,50,63,"175cm | 5'9"""
Ignacio Pintos,Danubio,Uruguay,Sudamericana,62,CDM,CM,normal,Controlled,2,3,M,M,73,43,53,62,59,64,"173cm | 5'8"""
Lenny Pirringuel,Pau FC,France,Ligue 2 BKT,62,CM,0,normal,Controlled,2,4,M,M,69,46,63,67,49,54,"170cm | 5'7"""
Luke Plange,Carlisle United,England,EFL League One,62,ST,CF,normal,Controlled,3,3,H,M,68,62,49,64,33,54,"178cm | 5'10"""
Sandro Plechaty,Rot-Weiss Essen,Germany,3. Liga,62,RB,RWB,normal,Controlled Explosive,2,2,M,M,76,56,57,62,56,64,"177cm | 5'10"""
Noah Plume,VfB Lübeck,Germany,3. Liga,62,CDM,CB,normal,Controlled Lengthy,2,3,H,M,60,50,55,56,61,69,"187cm | 6'2"""
Thomas Poll,Almere City FC,Holland,Eredivisie,62,LB,LWB,normal,Controlled,2,3,H,M,68,43,53,61,59,64,"184cm | 6'0"""
Emanuele Polverino,Bari,Italy,Serie BKT,62,GK,0,normal,Controlled,1,2,M,M,65,62,57,61,24,63,"182cm | 6'0"""
Marco Pompetti,Catanzaro,Italy,Serie BKT,62,CM,CDM,normal,Controlled,2,4,M,M,62,49,63,63,53,55,"176cm | 5'9"""
Vlad Pop,FCU 1948,Romania,SUPERLIGA,62,CDM,CM,normal,Controlled,3,2,M,M,73,52,58,61,54,70,"180cm | 5'11"""
Alexandar Popovic,Adelaide United,Australia,A-League,62,CB,0,normal,Mostly Lengthy,2,3,M,H,61,22,44,49,60,72,"185cm | 6'1"""
Darren Pratley,Leyton Orient,England,EFL League One,62,CDM,0,normal,Controlled,2,2,L,M,33,57,60,55,60,64,"185cm | 6'1"""
Aaron Pressley,Stevenage,Scotland,EFL League One,62,ST,CF,normal,Lengthy,2,3,M,L,70,59,44,56,24,75,"194cm | 6'4"""
Bjarne Pudel,B. Dortmund II,Germany,3. Liga,62,CB,0,normal,Controlled Lengthy,2,3,M,M,58,31,50,51,61,68,"188cm | 6'2"""
Jarell Quansah,Liverpool,England,Premier League,62,CB,0,normal,Mostly Lengthy,2,2,M,M,63,29,47,48,60,69,"190cm | 6'3"""
Javier Quiroz,Club Magallanes,Chile,Sudamericana,62,CDM,CM,normal,Controlled,2,3,M,M,70,40,54,62,62,61,"173cm | 5'8"""
Sidney Raebiger,Fürth,Germany,Bundesliga 2,62,CM,CAM,normal,Controlled Explosive,3,3,M,M,68,52,65,66,55,46,"176cm | 5'9"""
Santiago Ramos Mingo,Defensa,Argentina,Sudamericana,62,CB,0,normal,Controlled,2,2,L,H,51,34,47,50,63,56,"186cm | 6'1"""
Jonathan Rasheed,IFK Värnamo,Norway,Allsvenskan,62,GK,0,normal,Controlled,1,2,M,M,64,60,61,62,33,61,"191cm | 6'3"""
Petar Ratkov,RB Salzburg,Serbia,Ö. Bundesliga,62,ST,CF,normal,Controlled,2,3,M,M,68,61,50,62,30,65,"193cm | 6'4"""
George Ray,Barrow,Wales,EFL League Two,62,CB,0,normal,Lengthy,2,2,L,H,51,26,35,47,62,73,"193cm | 6'4"""
Lluís Recasens Vives,RCD Espanyol,Spain,LALIGA HYPERMOTION,62,CB,0,normal,Controlled,2,3,L,M,61,30,51,56,62,63,"183cm | 6'0"""
Maxence Renoud,Stade-Lausanne,France,CSSL,62,LM,"RM,LW",normal,Explosive,3,3,M,M,77,52,55,69,34,44,"171cm | 5'7"""
Paulo Retre,FC Goa,Australia,Hero ISL,62,CDM,CM,normal,Controlled,2,3,M,M,47,49,58,61,57,72,"170cm | 5'7"""
Jayden Richardson,Stockport,England,EFL League Two,62,RWB,RB,normal,Controlled,2,3,H,M,84,40,48,65,55,65,"184cm | 6'0"""
Nico Rieble,Wehen Wiesbaden,Germany,Bundesliga 2,62,LWB,"CB,LB,LM",normal,Controlled Lengthy,2,4,M,M,71,42,54,59,59,70,"184cm | 6'0"""
Joe Riley,Walsall,England,EFL League Two,62,RWB,RB,normal,Controlled,3,3,H,M,72,54,59,60,56,67,"183cm | 6'0"""
Damian Rivera,New England,United States,MLS,62,LM,LW,normal,Controlled Explosive,3,4,H,M,77,54,52,68,24,49,"178cm | 5'10"""
Jamie Robson,Forest Green,Scotland,EFL League Two,62,LB,LWB,normal,Explosive,2,3,H,M,79,32,54,63,54,61,"173cm | 5'8"""
Joel Roca Casals,Girona FC,Spain,LALIGA EA SPORTS,62,RM,"LM,CAM,RW",normal,Controlled Explosive,3,3,M,L,79,56,51,68,27,45,"176cm | 5'9"""
Álvaro Daniel Rodríguez Muñoz,Real Madrid,Uruguay,LALIGA EA SPORTS,62,ST,"CF,LW",normal,Controlled,3,3,M,L,68,60,59,59,22,56,"193cm | 6'4"""
Oliver Rojas,Audax Italiano,Chile,Sudamericana,62,RB,"RWB,CM",normal,Controlled Explosive,2,3,M,M,73,40,58,59,58,60,"179cm | 5'10"""
Fernando Román,Guaraní,Paraguay,Sudamericana,62,CB,0,normal,Controlled Lengthy,2,2,M,M,56,37,42,43,62,66,"182cm | 6'0"""
Jhohan Romaña,Olimpia,Colombia,Libertadores,62,CB,RB,normal,Mostly Lengthy,2,2,M,M,53,26,49,41,61,68,"185cm | 6'1"""
Moritz Römling,VfL Bochum,Germany,Bundesliga,62,LB,LWB,normal,Controlled,3,2,M,M,77,35,50,62,55,71,"186cm | 6'1"""
Tuur Rommens,KVC Westerlo,Belgium,1A Pro League,62,LB,LWB,normal,Controlled,2,3,M,M,69,34,48,60,57,63,"185cm | 6'1"""
Imad Rondić,Widzew Łódź,Bosnia and Herzegovina,PKO BP Ekstraklasa,62,ST,CF,normal,Controlled Lengthy,2,3,M,M,63,62,43,58,28,66,"190cm | 6'3"""
Henry Rorig,VfL Osnabrück,Germany,Bundesliga 2,62,RB,"RWB,RW",normal,Controlled Explosive,2,2,L,L,76,47,63,62,53,62,"182cm | 6'0"""
Colin Rösler,Mjällby AIF,Norway,Allsvenskan,62,CB,0,normal,Controlled Lengthy,2,3,M,M,65,30,44,53,61,66,"186cm | 6'1"""
Tommy Rowe,Doncaster,England,EFL League Two,62,CM,"CB,LB",normal,Controlled,3,3,M,M,54,57,61,62,61,63,"180cm | 5'11"""
Tobías Rubio,Racing Club,Argentina,Libertadores,62,RB,RWB,normal,Controlled Explosive,2,3,M,M,71,41,52,62,60,61,"176cm | 5'9"""
Morten Rüdiger,VfB Lübeck,Germany,3. Liga,62,LM,"LB,LW",normal,Controlled Explosive,2,3,M,M,73,51,59,61,53,60,"176cm | 5'9"""
Alex Rufer,Well. Phoenix,New Zealand,A-League,62,CDM,CM,normal,Mostly Lengthy,3,3,H,M,63,52,61,59,56,75,"184cm | 6'0"""
Morten Sætra,Strømsgodset IF,Norway,Eliteserien,62,GK,0,normal,Controlled,1,3,M,M,62,62,60,62,32,61,"198cm | 6'6"""
Andrea Sala,Catanzaro,Italy,Serie BKT,62,GK,0,normal,Controlled,1,3,M,M,64,63,60,64,45,61,"187cm | 6'2"""
Enes Sali,Farul Constanța,Romania,SUPERLIGA,62,LW,"LM,CAM,RW",normal,Explosive,3,4,H,L,85,51,53,68,23,38,"164cm | 5'5"""
Emiliano Saliadarre,Racing Club,Argentina,Libertadores,62,ST,CF,normal,Controlled,2,3,M,M,69,60,55,62,44,54,"178cm | 5'10"""
Dikeni Salifou,SV Werder Bremen,Togo,Bundesliga,62,CDM,CM,normal,Controlled Lengthy,2,3,M,H,54,45,58,58,60,65,"188cm | 6'2"""
Justin Salmon,Degerfors IF,Liberia,Allsvenskan,62,CM,0,normal,Controlled,2,3,M,M,66,48,57,61,57,70,"184cm | 6'0"""
Hugo Salvatierra,Guabirá,Bolivia,Sudamericana,62,LM,"LB,RM,LW",normal,Controlled,3,2,M,M,75,34,59,61,51,54,"165cm | 5'5"""
Nicolas Samayoa,Politehnica Iași,Guatemala,SUPERLIGA,62,CB,0,normal,Controlled Lengthy,2,2,M,M,55,34,36,40,60,72,"185cm | 6'1"""
Lucas Sanabria,Libertad,Paraguay,Libertadores,62,RM,"CM,RW",normal,Controlled,3,3,M,M,66,51,56,64,50,55,"175cm | 5'9"""
Theo Sander,F.C. København,Denmark,3F Superliga,62,GK,0,normal,Controlled,1,3,M,M,63,61,62,64,38,62,"192cm | 6'4"""
Will Sands,Columbus Crew,United States,MLS,62,LM,"LB,LW",normal,Controlled Explosive,3,3,H,M,73,49,55,65,57,56,"178cm | 5'10"""
Mohammed Sangare,Livingston,Liberia,cinch Prem,62,CB,LB,normal,Lengthy,2,3,M,M,61,49,54,58,57,77,"191cm | 6'3"""
Jorge Sanguina,Gral. Caballero,Paraguay,Sudamericana,62,ST,CF,normal,Controlled,2,3,H,L,63,61,49,62,25,58,"180cm | 5'11"""
Antoni Sarcevic,Stockport,England,EFL League Two,62,CM,CAM,normal,Controlled,3,2,H,L,47,62,62,64,57,70,"182cm | 6'0"""
Mouhamadou Sarr,Cremonese,Senegal,Serie BKT,62,GK,0,normal,Controlled Lengthy,1,2,M,M,65,60,55,70,43,55,"190cm | 6'3"""
Charlie Savage,Reading,Wales,EFL League One,62,CDM,CM,normal,Controlled,3,2,M,M,58,52,62,62,57,59,"182cm | 6'0"""
Nicolas Schmid,Blau-Weiss Linz,Austria,Ö. Bundesliga,62,GK,0,normal,Controlled,1,4,M,M,59,62,63,65,31,62,"195cm | 6'5"""
Jan-Marc Schneider,VfB Lübeck,Germany,3. Liga,62,ST,"CM,LM,CF",normal,Controlled Explosive,2,4,M,M,81,62,45,66,24,67,"180cm | 5'11"""
Randy Schneider,FC Winterthur,Switzerland,CSSL,62,CAM,0,normal,Controlled Explosive,3,3,M,M,75,55,58,64,35,50,"170cm | 5'7"""
Ryan Schofield,Portsmouth,England,EFL League One,62,GK,0,normal,Controlled,1,1,M,M,61,61,60,61,30,61,"190cm | 6'3"""
Youri Schoonderwaldt,Sparta Rotterdam,Holland,Eredivisie,62,GK,0,normal,Controlled,1,2,M,M,62,60,58,61,20,60,"195cm | 6'5"""
Oscar Schwartau,Brøndby IF,Denmark,3F Superliga,62,CAM,ST,normal,Controlled Explosive,3,4,M,M,73,56,54,68,37,58,"181cm | 5'11"""
Jan Sedlak,Ruch Chorzów,Czech Republic,PKO BP Ekstraklasa,62,CDM,0,normal,Controlled Lengthy,2,2,M,M,61,43,52,58,62,68,"181cm | 5'11"""
Lion Semic,B. Dortmund II,Germany,3. Liga,62,RB,"RWB,RM",normal,Controlled Explosive,3,4,M,M,82,38,50,63,55,64,"169cm | 5'7"""
Luis Sequeira,Talleres,Argentina,LPF,62,CAM,"CF,RW",normal,Controlled Explosive,3,3,M,L,66,57,62,65,38,55,"172cm | 5'8"""
Javier Serrano Martínez,SK Sturm Graz,Spain,Ö. Bundesliga,62,CM,"CB,CDM",normal,Controlled,2,3,M,H,69,56,58,63,60,65,"175cm | 5'9"""
Zidan Sertdemir,FC Nordsjælland,Denmark,3F Superliga,62,CM,CAM,normal,Controlled,3,3,M,M,69,54,62,69,47,54,"184cm | 6'0"""
Mohammed Shaker,Al Ain FC,United Arab Emirates,United Emirates League,62,CB,0,normal,Controlled Lengthy,2,3,M,H,54,27,39,42,62,70,"187cm | 6'2"""
Puliang Shao,Cangzhou FC,China PR,CSL,62,GK,0,normal,Controlled,1,3,M,M,58,62,63,59,33,63,"187cm | 6'2"""
Khiry Shelton,Sporting KC,United States,MLS,62,ST,"CF,RW",normal,Lengthy,3,3,M,H,73,57,56,61,36,78,"191cm | 6'3"""
Liam Shephard,Salford City,Wales,EFL League Two,62,RB,"RWB,RM",normal,Controlled Explosive,2,4,H,H,72,48,57,61,56,63,"178cm | 5'10"""
Sam Sherring,Northampton,England,EFL League One,62,CB,0,normal,Controlled Lengthy,2,4,M,M,64,29,39,46,62,69,"188cm | 6'2"""
Connor Shields,Chennaiyin FC,Scotland,Hero ISL,62,ST,"RM,CF",normal,Controlled Explosive,2,3,M,M,76,60,56,63,38,63,"179cm | 5'10"""
Kwang Hoon Shin,Pohang Steelers,Korea Republic,K League 1,62,RB,"RWB,CDM",normal,Controlled,2,3,M,H,62,50,58,58,60,68,"178cm | 5'10"""
Shola Shoretire,Manchester Utd,England,Premier League,62,CAM,"ST,LW",normal,Controlled Explosive,3,4,M,M,73,54,57,67,37,54,"175cm | 5'9"""
Patryk Sikora,Ruch Chorzów,Poland,PKO BP Ekstraklasa,62,CDM,0,normal,Controlled Lengthy,2,2,M,M,70,51,54,55,60,66,"187cm | 6'2"""
Matías Silva,Liverpool,Uruguay,Libertadores,62,CM,CDM,normal,Controlled,2,3,M,M,56,49,58,61,56,56,"173cm | 5'8"""
Gonzalo Silva,Colón,Argentina,LPF,62,CM,0,normal,Controlled,2,3,M,M,67,58,65,64,51,48,"173cm | 5'8"""
